sentence,tags
"Realitas di atas membuktikan bahwa rakyat miskin pengusaha mikro bukan lah orang yang tidak punya the have not , mereka punya tetapi sedikit .",NN IN NN VB SC NN JJ NN JJ NEG RP NN SC NEG VB FW FW FW Z PRP VB CC CD Z
"Polisi mengatakan bahwa korban terakhir , seorang pejabat tinggi pihak berwenang lokal bidang transportasi , ditembak mati saat sedang mengendarai motor untuk pulang ke rumah -nya dengan istri -nya sore itu .",NN VB SC NN OD Z NND NN JJ NN VB JJ NN NN Z VB VB NN MD VB NN IN VB IN NN PRP IN NN PRP NN PR Z
"Namun persoalan -nya adalah apakah pertumbuhan yang dicapai nanti berkualitas , sehingga mampu meningkatkan daya-beli masyarakat , memerangi kemiskinan dan menyerap tenaga-kerja baru maupun tenaga-kerja lama yang kini masih berstatus pengangguran , kata -nya .",CC NN PRP VB WH NN SC VB SC VB Z SC JJ VB NN NN Z VB NN CC VB NN JJ CC NN JJ SC NN MD VB NN Z VB PRP Z
Nilai kurs rupiah diambangkan secara bebas .,NN NN NN VB IN JJ Z
"Beban bunga perseroan melonjak dari periode sembilan bulan pertama tahun lalu yang hanya Rp 38,76 miliar menjadi Rp 115,24 miliar periode sama tahun ini , sehingga mendorong beban non operasional perseroan naik menjadi Rp 126,06 miliar dari sebelum -nya Rp 7,15 miliar .",NN NN NN VB IN NN CD NN OD NN CC SC RB SYM CD CD VB SYM CD CD NN JJ NN PR Z SC VB NN RB JJ NN VB VB SYM CD CD IN SC PRP SYM CD CD Z
"Unjuk-rasa itu dijadwalkan dimulai Senin waktu setempat di luar masjid Sadr di Kufa dan bergerak memasuki kota-suci kembar Syiah , Najaf , kata seorang pejabat yang tak ingin disebutkan jati-diri -nya di kantor As - Sadr .",NN PR VB VB NNP NN NN IN NN NN NNP IN NNP CC VB VB NN JJ NNP Z NNP Z VB NND NN SC NEG RB VB NN PRP IN NN NNP NNP NNP Z
"Kelompok bersenjata tidak dikenal melepaskan tembakan dari motor ke arah kerumunan pendukung pembuat undang-undang Ekuador yang dipecat , melukai dua orang pada Selasa , dan meningkatkan kekerasan dalam sebuah perseteruan antara Kongres dan Presiden , kata saksi-mata , Selasa .",NN VB NEG VB VB NN IN NN IN NN NN NN NN NN NNP SC VB Z VB CD NN IN NNP Z CC VB NN IN NND NN IN NN CC NN Z VB NN Z NNP Z
"Kita akan membuat pergerakan rupiah berjalan dengan mulus dengan memakai kebijakan secara tepat , kata Boediono , saat acara buka puasa bersama di Jakarta , Senin .",PRP MD VB NN NN VB SC JJ SC VB NN IN JJ Z VB NNP Z NN NN VB NN IN IN NNP Z NNP Z
"Karena itu kasus Subprime Mortgage di AS sebenarnya masih belum reda , bahkan cenderung meningkat , ucap -nya .",IN PR NN FW FW IN NNP RB MD NEG VB Z RB JJ VB Z VB PRP Z
"Namun , masih terlalu dini untuk berbicara mengenai kaitan langsung dengan hal itu , kata juru-bicara militer itu , yang menambahkan bahwa serangan tersebut mungkin dilakukan oleh orang-orang yang menentang perjanjian perdamaian di Waziristan Utara .",CC Z MD RB JJ SC VB IN NN RB IN NN PR Z VB NN NN PR Z SC VB SC NN PR MD VB IN NN SC VB NN NN IN NNP NNP Z
"Sejumlah 307 rumah retak atau rusak , yang menyebabkan sekitar 2.000 orang diungsikan ke pusat-pusat komunitas serta tempat-tempat penampungan lain -nya , kata pemerintah kota Wajima .",CD CD NN JJ CC JJ Z SC VB IN CD NN VB IN NN NN CC NN NN JJ PRP Z VB NNP NNP NNP Z
"Sebelum -nya negara-negara inti anggota ASEAN seperti Singapura , Malaysia , Filipina dan terakhir Thailand sudah menyelesaikan proses EPA dengan pihak Jepang .",SC PRP NN NN NN NNP IN NNP Z NNP Z NNP CC JJ NNP MD VB NN NNP IN NN NNP Z
"Sejumlah demonstran Kurdi menyerbu kantor PBB di Jenewa , Kamis , untuk memprotes peracunan terhadap pemimpin pemberontak Abdullah Ocalan .",CD NN NNP VB NN NNP IN NNP Z NNP Z SC VB NN IN NN NN NNP NNP Z
"saya berharap dapat terus dipertahankan , ujar -nya .",PRP VB MD RB VB Z VB PRP Z
Rencana -nya akuisisi ini akan dimintakan persetujuan dalam RUPSLB yang akan diselenggarakan pada 26 Oktober mendatang .,NN PRP NN PR MD VB NN IN NN SC MD VB IN CD NNP VB Z
Paket deregulasi perbankan ini memberikan kemudahan bagi pengusaha mendirikan bank-devisa hanya bermodal Rp 100 miliar dengan syarat personalia yang sangat ringan .,NN NN NN PR VB NN IN NN VB NN RB VB SYM CD CD IN NN NN SC RB JJ Z
Jumlah ini jauh melampaui penjualan mobil selama 2006 sebanyak 318.904 unit .,NN PR JJ VB NN NN IN CD CD CD NN Z
"Itu memicu penumpasan keji dari pasukan pemerintah Sudan dan milisi wakil Janjaweed mereka , yang -- menurut perkiraan Perserikatan Bangsa-Bangsa -- sudah membunuh 200.000 orang serta memaksa 2.5 juta orang mengungsi dari rumah mereka .",PR VB NN JJ IN NN NN NNP CC NN NN NNP PRP Z SC Z IN NN NNP NNP Z MD VB CD NN CC VB CD CD NN VB IN NN PRP Z
"Perundingan enam - pihak , melibatkan dua Korea , China , Jepang , Rusia dan Amerika Serikat bertujuan membujuk Utara menghentikan program nuklir -nya , dan diganti dengan bantuan energi serta ekonomi , di samping jaminan keamanan .",NN CD Z NN Z VB CD NNP Z NNP Z NNP Z NNP CC NNP NNP VB VB NNP VB NN NN PRP Z CC VB IN NN NN CC NN Z IN NN NN NN Z
"Bukan kah apabila berwujud menjadi bank , lagi-lagi pengusaha mikro akan kesulitan kembali untuk mengakses , sebab harus berhadapan dengan prosedur yang konvensional .",NEG RP SC VB VB NN Z RB NN JJ MD NN VB IN VB Z SC MD VB IN NN SC JJ Z
"Pemberontak Macan Tamil dengan menggunakan pesawat ringan melakukan pengeboman terhadap sebuah pangkalan udara di dekat bandara-internasional Sri Lanka sebelum terbit fajar Senin , menewaskan dua petugas bandara dan melukai 17 orang lain -nya , demikian laporan-laporan dari Sri Lanka .",NNP NNP NNP SC VB NN JJ VB NN IN NND NN NN IN JJ NN NNP NNP SC VB NN NNP Z VB CD NN NN CC VB CD NN JJ PRP Z PR NN IN NNP NNP Z
Berapa banyak orang-orang seperti Ibu Sri di Indonesia,WH CD NN IN NNP NNP IN NNP
"Sektor elektronik tumbuh 2,6 persen , atau membaik dari penurunan 4,1 persen pada triwulan sebelum -nya , sementara industri teknik pengangkutan , termasuk anjungan lepas-pantai tumbuh 23 persen .",NN NN VB CD CD Z CC VB IN NN CD CD IN NN SC PRP Z SC NN NN NN Z VB NN JJ VB CD CD Z
""" Scale double muncul di beberapa wide shot sebagai pengganti aktor kami , dan muncul dengan aktor dewasa lain ketika kami memerlukan orang untuk terlihat lebih kecil atau lebih tinggi , "" jelas si juru-bicara .",Z FW FW VB IN CD FW FW IN NN NN PRP Z CC VB IN NN JJ JJ SC PRP VB NN SC VB RB JJ CC RB JJ Z Z VB DT NN Z
"Untuk pinjaman luar-negeri , BI mencatat posisi outstanding pinjaman luar-negeri hingga Desember 2006 mencapai 74,126 miliar dolar AS .",SC NN NN Z NNP VB NN FW NN NN IN NNP CD VB CD CD NN NNP Z
"Kita perlu memperbaiki -nya , kata Durrani .",PRP MD VB PRP Z VB NNP Z
"Sebuah mobil berisi bahan-bahan peledak tersebut meledak beberapa ratus kilometer dari gedung parlemen , menewaskan tiga orang warga sipil dan seorang petugas polisi , kata-kepala polisi bidang penyidikan kejahatan , Jenderal Alishah Paktiawal kepada AFP .",NND NN VB NN NN PR VB CD CD NND IN NN NN Z VB CD NND NN JJ CC NND NN NN Z NN NN NN NN NN Z NNP NNP NNP IN NNP Z
"Untuk mendukung kegiatan perbankan , hingga September 2006 , BBIA mempekerjakan 5.514 staf untuk mengoperasikan 202 kantor di 29 kota utama di Indonesia .",SC VB NN NN Z IN NNP CD Z NNP VB CD NN SC VB CD NN IN CD NN JJ IN NNP Z
"Anggota partai Demokrat kembali memperkuat barisan dari kemunduran di Dewan Legislatif , Sabtu , dengan melontarkan strategi baru guna menantang rencana Presiden AS tersebut untuk melakukan pengiriman sebanyak 21.500 prajurit tempur AS ke Irak .",NN NNP NNP VB VB NN IN NN IN NNP NNP Z NNP Z SC VB NN JJ SC VB NN NNP NNP PR SC VB NN CD CD NN VB NNP IN NNP Z
"Dengan dicabut -nya fungsi BI dalam pengawasan perbankan paling lambat di tahun 2002 , bagaimana kah pengawasan BKD selanjutnya ?",SC VB PRP NN NNP IN NN NN RB JJ IN NN CD Z WH RP NN NN RB Z
"CGI terdiri dari sekitar 30 kreditor bilateral dan multilateral diantaranya World Bank WB , Asian Development Bank ADB , International Monetary Fund IMF , dan pemerintahan-negara industri seperti Jepang , Amerika Serikat , United Kingdom dan lain-lain .",NNP VB IN IN CD NN JJ CC JJ X NNP NNP NNP Z NNP NNP NNP NNP Z NNP NNP NNP NNP Z CC X NN IN NNP Z NNP NNP Z NNP NNP CC JJ Z
"Enam orang Iran ditangkap pasukan AS di salah-satu kantor di kota Arbil , Irak utara , yang menimbulkan protes dari Iran serta kritik dari pemerintah lain -nya .",CD NN NNP VB NN NNP IN CD NN IN NNP NNP Z NNP NNP Z SC VB NN IN NNP CC NN IN NN JJ PRP Z
"Implementasi itu , kata -nya , harus pula ditengok sebagai upaya peningkatan manajemen-risiko perbankan dan kualitas pengawasan bank oleh BI yang sesuai standar internasional .",NN PR Z VB PRP Z MD RB VB IN NN NN NN NN CC NN NN NN IN NNP SC JJ NN JJ Z
"Fraksi Partai Persatuan Pembangunan DPR FPPP memperkirakan kebutuhan investasi pada 2008 untuk menopang pertumbuhan-ekonomi 6,8 persen akan sulit dipenuhi .",NNP NNP NNP NNP NNP NNP VB NN NN IN CD SC VB NN CD CD MD JJ VB Z
"Langkah kebijakan meningkatkan ketahanan fiskal tersebut , diambil dengan cara meningkatkan pengelolaan Surat Berharga Negara SBN secara hati-hati , transparan , dan akuntabel .",NN NN VB NN JJ PR Z VB IN NN VB NN NN JJ NN NN IN JJ Z JJ Z CC JJ Z
"Peristiwa nahas itu terjadi beberapa hari sebelum Menteri Luar Negeri Pakistan , Khursheed Mehmood Kasuri bertolak ke New Delhi untuk melakukan perundingan dengan para pemimpin India , guna mendesak lebih maju proses perdamaian yang bergerak - lamban antara kedua negara yang saling bermusuhan itu .",NN JJ PR VB CD NN SC NNP NNP NNP NNP Z NNP NNP NNP VB IN NNP NNP SC VB NN IN DT NN NNP Z SC VB RB VB NN NN SC VB Z JJ IN CD NN SC RB VB PR Z
"Dua orang lain Palestina luka dan ditangkap , kata mereka .",CD NN JJ NNP NN CC VB Z VB PRP Z
"Bentuk ini mendasarkan diri pada saving led microfinance , di-mana mobilisasi keuangan mendasarkan diri dari kemampuan yang dimiliki oleh masyarakat miskin itu sendiri .",NN PR VB NN IN FW FW FW Z SC NN NN VB NN IN NN SC VB IN NN JJ PR NN Z
"Untuk keseluruhan tahun ini , NPI diperkirakan masih surplus cukup besar , yaitu sekitar 11,5 miliar dolar AS dengan kontribusi terbesar masih berasal dari transaksi berjalan yang diperkirakan surplus sekitar 10,8 miliar dolar AS 2,5 persen dari PDB , lebih tinggi dibanding tahun 2006 senilai 9,9 miliar dolar AS .",SC NN NN PR Z NNP VB MD NN RB JJ Z SC IN CD CD NN NNP IN NN JJ MD VB IN NN VB SC VB NN IN CD CD NN NNP CD CD IN NN Z RB JJ VB NN CD NN CD CD NN NNP Z
"Menurut beberapa saksi-mata , pasukan keamanan khusus berseragam hitam yang menggunakan pentungan dan melakukan pemukulan mengusir paksa demonstran dari Lapangan Oktober di pusat kota Minsk .",IN CD NN Z NN NN JJ VB JJ SC VB NN CC VB NN VB VB NN IN NNP NNP IN NN NN NNP Z
"Hingga akhir semester pertama 2007 , komposisi kepemilikan saham BPJB terdiri dari Pemerintah Daerah Jawa Barat 81,0 persen dan Pemerintah Daerah Banten 19,0 persen .",IN NN NN OD CD Z NN NN NN NNP VB IN NNP NNP NNP NNP CD CD CC NNP NNP NNP CD CD Z
"Para pelaku-pasar cenderung meningkatkan aksi lepas rupiah ketimbang membeli , setelah menguat tajam mencapai angka Rp 9.276 per dolar AS , kata Analis Valas PT Bank Himpunan Saudara , Rully Nova di Jakarta , Kamis .",DT NN JJ VB NN JJ NN IN VB Z SC VB JJ VB NN SYM CD IN NN NNP Z VB NNP NNP NNP NNP NNP NNP Z NNP NNP IN NNP Z NNP Z
""" Kalau Rooney maupun bintang idola yang lain , mereka ini orang dewasa . Mereka boleh saja merokok tanpa harus dituding bertanggung-jawab terhadap apa yang di luar kekuasaan -nya . "" '",Z SC NNP CC NN NN SC JJ Z PRP PR NN JJ Z PRP MD RB VB SC MD VB VB IN SC SC IN NN NN PRP Z Z Z
"Peningkatan dana oleh UNICEF ini sejalan dengan perluasan program yang mulai tahun 2008 akan menjangkau 104 kabupaten di 17 provinsi , demikian ungkap UNICEF .",NN NN IN NNP PR NN IN NN NN SC VB NN CD MD VB CD NN IN CD NN Z PR VB NNP Z
"Satu jajak - pendapat surat-kabar baru-baru-ini menunjukkan , 56 persen dari warga Italia sekarang cenderung ingin menarik pasukan -nya dari Afghanistan .",CD VB Z NN NN RB VB Z CD CD IN NN NNP NN JJ RB VB NN PRP IN NNP Z
"Sepuluh tahun kemudian , perusahaan berubah nama menjadi PT Bakrie Telecom dan merek-dagang -nya Esia .",CD NN CC Z NN VB NN VB NNP NNP NNP CC NN PRP NNP Z
"Sejumlah negara di Asia seperti Malaysia , Singapura dan Hong Kong menjadi pesaing Indonesia untuk menarik dana dari kawasan Timur Tengah .",CD NN IN NNP IN NNP Z NNP CC NNP NNP VB NN NNP SC VB NN IN NN NNP NNP Z
"Ia mengatakan , implementasi pada wilayah tersebut merupakan rangkaian terakhir wilayah-kerja kantor BI yang terhubung dengan jaringan SKNBI .",PRP VB Z NN IN NN PR VB NN JJ NN NN NNP SC VB IN NN NNP Z
"Saya mengumumkan hari ini kepada Knesset bahwa saya akan berhenti untuk sementara waktu dari jabatan saya , kata Katsav kepada wartawan di kediaman -nya di Yerusalem .",PRP VB NN PR IN NNP SC PRP MD VB IN SC NN IN NN PRP Z VB NNP IN NN IN NN PRP IN NNP Z
"Sebelum -nya pada Januari 2007 , BPS mencatat inflasi mencapai 1,04 persen month to month dan 6,26 persen secara year on year 12 bulan hingga Januari 2007 .",SC PRP IN NNP CD Z NNP VB NN VB CD CD FW FW FW CC CD CD IN FW FW FW CD NN IN NNP CD Z
"Disebutkan -nya , keuangan publik dan perbaikan pengawasan atas risiko fiskal secara luas adalah kekuatan fundamental peringkat Indonesia .",VB PRP Z NN NN CC NN NN IN NN JJ IN JJ VB NN JJ NN NNP Z
"Laba bersih Bank Internasional Indonesia Tbk BII triwulan I 2007 sebesar Rp 115 miliar , turun 34,6 persen dibandingkan periode yang sama tahun sebelum -nya Rp 176 miliar , demikian ungkap siaran-pers BII yang diterima ANTARA , Rabu .",NN JJ NNP NNP NNP NNP NNP NN OD CD JJ SYM CD CD Z VB CD CD VB NN SC JJ NN SC PRP SYM CD CD Z PR VB NN NNP SC VB NNP Z NNP Z
"Kami optimis dengan masuk -nya BI ke pasar maka posisi rupiah akan terus membaik sehingga mendekati angka Rp 9.150 per dolar AS , kata -nya .",PRP NN IN VB PRP NNP IN NN SC NN NN MD RB VB SC VB NN SYM CD IN NN NNP Z VB PRP Z
"Sebelum -nya Presiden Susilo Bambang Yudhoyono juga menyatakan bahwa pemerintah tidak akan mengeluarkan dana talangan untuk membayar ganti-rugi terhadap rumah dan tanah warga korban luapan lumpur PT Lapindo Brantas Inc di Porong Sidoarjo , Jawa Timur .",SC PRP NNP NNP NNP NNP RB VB SC NN NEG MD VB NN NN SC VB NN IN NN CC NN NN NN NN NN NNP NNP NNP NNP IN NNP NNP Z NNP NNP Z
"Sekarang mereka telah mengalihkan perhatian pada singa Asia , kata -nya .",NN PRP MD VB NN IN NN NNP Z VB PRP Z
"Jumat , seorang pria Lebanon tewas ditembak dan seorang lagi cedera setelah orang-orang bersenjata melepaskan tembakan ke arah mereka di Negara Bagian Rivers .",NNP Z NND NN NNP VB VB CC NND RB JJ SC NN VB VB NN IN NN PRP IN NNP NNP NNP Z
"Selain itu perseroan menargetkan kucuran kredit sebesar Rp 3,5 triliun pada 2007 , meningkat dibanding kredit 2006 sebesar Rp 2,39 triliun .",IN PR NN VB NN NN JJ SYM CD CD IN CD Z VB VB NN CD JJ SYM CD CD Z
"Pemerintah menerbitkan Undang-undang atau Peraturan Pemerintah yang mengatur tentang LKM , dan mewajibkan setiap desa untuk mendirikan LKM semacam BKD .",NN VB NN CC NN NN SC VB IN NN Z CC VB CD NN SC VB NN IN NN Z
"Gatot menjelaskan , BNI telah memutuskan untuk hanya menjadi pemegang-saham minoritas dari bank syariat baru itu , agar BNI tidak mengeluarkan dana besar untuk menambah modal bank syariat itu dan agar menarik investasi yang lebih besar dari luar-negeri .",NNP VB Z NNP MD VB SC RB VB NN NN IN NN NN JJ PR Z SC NNP NEG VB NN JJ SC VB NN NN NN PR CC SC VB NN SC RB JJ IN NN Z
"Ahmad dialihtugaskan dan tampak merupakan penurunan jabatan , dari daerah niaga di pusat kota ke pasar di permukiman , kata Hindustan Times hari Jumat .",NNP VB CC VB VB NN NN Z IN NN NN IN NN NN IN NN IN NN Z VB NNP NNP NN NNP Z
"Otonomi daerah membuat pemerintah semakin dekat , mengenali dan memahami masyarakat , sehingga fungsi sebagai fasilitator dapat berjalan dengan lebih baik .",NN NN VB NN RB JJ Z VB CC VB NN Z SC NN IN NN MD VB IN RB JJ Z
"Akuisisi tersebut dilakukan setelah perseroan mengambil-alih 100 persen saham Drayton Pte . Ltd melalui Pastilla Investment , kata Sekretaris Perusahaan INDF , Werianty Setiawan Selasa .",NN PR VB SC NN VB CD CD NN NNP NNP Z NNP IN NNP NNP Z VB NNP NNP NNP Z NNP NNP NNP Z
"Apalagi , lanjut dia rupiah terlihat bergerak dalam kisaran yang sempit antara Rp 9.31 hingga Rp 9.315 per dolar AS yang menunjukkan antara minat jual dan beli selisih -nya tidak berbeda jauh .",CC Z VB PRP NN VB VB IN NN SC JJ IN SYM CD IN SYM CD IN NN NNP SC VB IN NN VB CC VB NN PRP NEG VB JJ Z
"Laksamana Edmung Giambastiani , Wakil Kepala Staf , menegaskan bahwa pemerintah AS tak siap untuk membuat kesimpulan pasti mengenai statistik baru satu atau dua pekan guna menunjukkan kecenderungan secara menyeluruh .",NNP NNP NNP Z NNP NNP NN Z VB SC NN NNP NEG VB SC VB NN RB IN NN JJ CD CC CD NN SC VB NN IN VB Z
"Menurut -nya , angka inflasi yang cukup tinggi itu merupakan pola tahunan yang juga terjadi pada tahun sebelum -nya , akibat datang -nya musim tahun-ajaran baru , disamping terjadi -nya kenaikan harga yang cukup signifikan pada kelompok bahan-makanan .",IN PRP Z NN NN SC RB JJ PR VB NN NN SC RB VB IN NN SC PRP Z NN VB PRP NN NN JJ Z X VB PRP NN NN SC RB JJ IN NN NN Z
"Badan Pusat Statistik BPS mengumumkan , angka inflasi tahun 2006 sebesar 6,60 persen , jauh lebih rendah dibandingkan inflasi 2005 sebesar 17,11 persen .",NNP NNP NNP NNP VB Z NN NN NN CD JJ CD CD Z JJ RB JJ VB NN CD JJ CD CD Z
pada 2005 dan laba-bersih per saham EPS - Earning Per Share perseroan dalam waktu yang sama naik dari Rp 57 menjadi Rp 61 .,IN CD CC NN IN NN FW Z FW IN FW NN IN NN SC JJ VB IN SYM CD VB SYM CD Z
"PT Aneka Kimia Raya AKR Corporindo Tbk , sebuah perusahaan yang bergerak di bidang bahan-baku pemanis buatan , distribusi bahan kimia dan bahan-bakar minyak serta logistik telah melakukan pembelian 99,99 persen saham PT Andahanesa Abadi dengan nilai-nominal Rp 100 atau seluruh -nya sebesar Rp 999,90 juta .",NNP NNP NNP NNP NNP NNP NNP Z NND NN SC VB IN NN NN NN NN Z NN NN NN CC NN NN CC NN MD VB NN CD CD NN NNP NNP NNP IN NN SYM CD CC CD PRP JJ SYM CD CD Z
"Lembaga pemeringkat internasional Fitch Ratings mengatakan , Kamis , telah memberikan sebuah peringkat perkiraan A - idn kepada PT Wahana Ottomitra Multiartha Tbk WOM Finance atas rencana penerbitan obligasi sebesar Rp 1 triliun .",NN NN JJ NNP NNP VB Z NNP Z MD VB NND NN NN SYM Z SYM IN NNP NNP NNP NNP NNP NNP NNP IN NN NN NN JJ SYM CD CD Z
"Akibat -nya , aliran listrik terputus di beberapa wilayah dan saluran telepon tidak bekerja .",NN PRP Z NN NN VB IN CD NN CC NN NN NEG VB Z
"Para menteri Pemerintahan Jepang khawatir kenaikan suku bunga akan mengganggu pemulihan ekonomi , meski suara untuk mempertahankan suku bunga tidak terlalu keras dibandingkan saat menjelang pertemuan pada bulan lalu .",DT NN NNP NNP JJ NN NN NN MD VB NN NN Z SC NN SC VB NN NN NEG RB JJ VB NN IN NN IN NN CC Z
"Menkeu menolak kalau hal itu dikatakan sebagai hadiah untuk PDAM yang berkinerja buruk . Justru , ia akan melihat apakah penghapusan utang tersebut mampu mendorong PDAM yang bermasalah bisa melakukan investasi dengan baik .",NN VB SC NN PR VB IN NN IN NN SC VB JJ Z CC Z PRP MD VB WH NN NN PR JJ VB NN SC VB MD VB NN IN JJ Z
"Serangan-serangan tersebut dimaksudkan untuk mengganggu penyusunan kembali pasukan AS di Jepang , di samping rencana kunjungan tiga hari Wakil Presiden AS , Dick Cheney ke Jepang mulai Selasa , kata kelompok tersebut dalam pernyataan -nya , menurut juru-bicara kepolisian .",NN PR VB SC VB NN VB NN NNP IN NNP Z IN NN NN NN CD NN NNP NNP NNP Z NNP NNP IN NNP VB NNP Z VB NN PR IN NN PRP Z IN NN NN Z
Sistem moneter yang mereka kembangkan adalah dengan menggunakan basis utama uang-kertas .,NN JJ SC PRP VB VB SC VB NN JJ NN Z
"Para warga tidak akan lagi mendapat perlindungan atas pelanggaran hak oleh negara , dan kesempatan untuk berpartisipasi secara politis akan dibatasi , menurut para pengeritik .",DT NN NEG MD RB VB NN IN NN NN IN NN Z CC NN IN VB IN JJ MD VB Z IN DT NN Z
"Menurut Dr. Mansour Fakih 2003 dalam buku -nya Bebas dari Neoliberalisme , istilah privatisasi biasa dibungkus dengan istilah dan pemaknaan yang berbeda-beda .",IN NNP NNP NNP CD IN NN PRP NNP NNP NNP Z NN NN JJ VB IN NN CC NN SC VB Z
"Kami telah menandatangani perjanjian pengikatan untuk penjualan seluruh saham milik PT Astra Otoparts di PT Exedy Indonesia kepada Exedy Corporation , kata Sekretaris Perusahaan Astra Otoparts , Kartina Rahayu di Jakarta , Senin .",PRP MD VB NN NN IN NN CD NN NN NNP NNP NNP IN NNP NNP NNP IN NNP NNP Z VB NNP NNP NNP NNP Z NNP NNP IN NNP Z NNP Z
"Bertindak sebagai wali amanat adalah PT Bank Permata Tbk , sementara PT Investindo Nusantara Sekuritas , PT Danareksa Sekuritas , dan PT DBS Vickers Securities Indonesia telah ditunjuk sebagai penjamin pelaksana emisi obligasi .",VB IN NN NN VB NNP NNP NNP NNP Z SC NNP NNP NNP NNP Z NNP NNP NNP Z CC NNP NNP NNP NNP NNP MD VB IN NN NN NN NN Z
Meskipun dalam aspek kajian dan teori yang telah dihasilkan para ekonom untuk menjelaskan inflasi sudah cukup banyak .,SC IN NN NN CC NN SC MD VB DT NN SC VB NN MD RB CD Z
Senat dijadwalkan untuk melakukan pemungutan-suara pada Sabtu mengenai kemungkinan untuk mendebat resolusi perwakilan rakyat .,NN VB SC VB NN IN NNP IN NN SC VB NN NN NN Z
Shota Utiashvili mengatakan beberapa pria bersenjata Abkhazia melepaskan tembakan ke arah aktivis organisasi non - pemerintah Georgia setelah mereka mengadakan taklimat sebagai protes terhadap pemilihan-umum yang dijadwalkan berlangsung 4 Maret .,NNP NNP VB CD NN VB NNP VB NN IN NN NN NN NEG Z NN NNP SC PRP VB NN IN NN IN NN SC VB VB CD NNP Z
"Ketegangan politik meningkat di Zimbabwe , di tengah krisis-ekonomi yang bertambah buruk dan kontroversi oleh presiden yang telah lama memerintah di negara Afrika selatan itu , Robert Mugabe , untuk menunda pemungutan-suara bagi pemilihan presiden selama dua tahun .",NN NN VB IN NNP Z IN NN NN SC VB JJ CC NN IN NN SC MD JJ VB IN NN NNP NN PR Z NNP NNP Z SC VB NN IN NN NNP IN CD NN Z
"Ia mengatakan , BI akan menjaga rupiah agar tidak mencapai angka batas psikologis Rp 9.5 per dolar AS yang dikhawatirkan apabila menembus angka tersebut maka rupiah akan makin terpuruk .",PRP VB Z NNP MD VB NN SC NEG VB NN NN JJ SYM CD IN NN NNP SC VB SC VB NN PR SC NN MD RB VB Z
"Dalam awal pekan ini , seorang menteri Partai Hijau dalam koalisi Prodi yang rawan mengancam satu revolusi atas misi tersebut , menuntut ditetapkan -nya waktu bagi penarikan tentara Italia dari Afghan .",IN NN NN PR Z NND NN NNP NNP IN NNP NNP SC JJ VB CD NN IN NN PR Z VB VB PRP NN IN NN NN NNP IN NNP Z
"Rapat Dewan Gubernur BI di Jakarta , Selasa , memutuskan BI Rate tetap 8,25 persen setelah melihat evaluasi terhadap prospek pencapaian inflasi untuk tahun 2007 dan 2008 masing-masing enam persen plus minus satu dan lima persen plus minus satu dan perkembangan perekonomian nasional .",NN NN NN NNP IN NNP Z NNP Z VB NNP FW RB CD CD SC VB NN IN NN NN NN SC NN CD CC CD PRP CD CD JJ JJ CD CC CD CD JJ JJ CD CC NN NN JJ Z
"Sebelumnya , BNI dan ICD sudah melakukan nota kesepahaman pada Oktober 2007 yang menyatakan persetujuan kedua belah pihak untuk mengkaji pembentukan bank syariat baru yang berbentuk ' joint venture bank ' dari unit syariat yang ada di BNI .",SC Z NNP CC NNP MD VB NN NN IN NNP CD SC VB NN CD NND NN SC VB NN NN NN JJ SC VB Z FW FW FW Z IN NN NN SC VB IN NNP Z
Peran perempuan selama beberapa waktu kurang mendapatkan tempat yang sepantasnya meskipun sebenarnya memiliki potensi yang luar-biasa .,NN NN IN CD NN RB VB NN SC RB SC RB VB NN SC JJ Z
"Direktur HMSP Kevin D. Click dalam laporan -nya kepada Bursa Efek Surabaya BES , Kamis , mengatakan SPA telah menandatangani perjanjian pengalihan kepemilikan equity transfer agreement pada 9 Juli 2007 , di-mana SPA akan menjual 30 persen kepemilikan yang terdaftar di Jiangsu .",NNP NNP NNP NNP NNP IN NN PRP IN NNP NNP NNP NNP Z NNP Z VB NNP MD VB NN NN NN FW FW FW IN CD NNP CD Z SC NNP MD VB CD CD NN SC VB IN NNP Z
"Ada serangan atas perusahaan Cina CNPC pagi ini dan dua atau tiga karyawan Cina diculik , kata komisaris-polisi negara bagian Bayelsa Hafiz Ringim kepada kantor-berita Inggris Reuters .",VB NN IN NN NNP NNP NN PR CC CD CC CD NN NNP VB Z VB NNP NNP NNP NNP NNP NNP IN NNP NNP NNP Z
"Pertama , ketika terjadi kenaikan harga relatif barang , para produsen lebih bergairah dalam menjalankan dan meningkatkan produksi -nya .",OD Z SC VB NN NN JJ NN Z DT NN RB VB IN VB CC VB NN PRP Z
"Realisasi selama semester I 2008 mencapai 109,4 dolar AS per barel .",NN IN NN OD CD VB CD NN NNP IN NND Z
"Pada Senin kemarin 25 / 8 , PT Pertamina menaikkan harga elpiji kemasan 12 kilogram dan 50 kilogram . Elpiji 12 kilogram naik dari Rp 63.000 per tabung menjadi Rp 69.000 per tabung , sedangkan elpiji 50 kilogram dari Rp 343.900 per tabung menjadi Rp 362.750 per tabung .",IN NNP NN CD Z CD Z NNP NNP VB NN NN NN CD NND CC CD NND Z NN CD NND VB IN SYM CD IN NN VB SYM CD IN NN Z CC NN CD NND IN SYM CD IN NN VB SYM CD IN NN Z
